Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,Update_Age,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
anniebscandy.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
gardenvilleresidence.com.br,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,1,1,1
buyya.com,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
onebeautystore.com.br,0,0,1,6,0,0,0,0,1,1,1,1,0,1,1,1,1,1
nccf-india.com,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0
goldenradioservice.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
agripicture.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
imls.gov,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
tealeaves.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
onaliv.org,0,0,1,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1
corianderuniforms.com.au,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,1,1,1
xperiasol.com,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
members.tripod.com,0,0,0,2,0,0,0,0,1,1,0,1,0,1,1,1,1,0
icctips.com,0,0,1,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
academics-india.com,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0
meetapandit.com,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0
teutoburgo.tk,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,0
steelandsilver.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
saratogawine.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
johnsvintageradio.com,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0
wimacomplex.com,0,0,0,2,0,0,1,0,1,1,0,0,0,1,1,1,1,1
yale.edu,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0
camec.ru,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
kingdavidcoffee.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
home756832.at.ua,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
automotivecomposites.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
sandjwholesale.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
premiumsteap.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
upeace.org,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
bizreport.com,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0
bandaremidos.com.br,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
brainshineacademy.com,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
paypallimeited.com.webapps.mpp.home.paylimeited.com,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1
hevychem.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
shearer9.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
groundsforthought.com,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0
dimplexx.net,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1
madwine.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
73.183.216.134,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,1,1,1
cucinadicasa.ro,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,1,1,1
sunlife.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
japanesegreenteaonline.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
kids.aol.com,0,0,0,2,0,0,0,0,1,1,0,1,0,1,1,1,1,0
3dphoto.dk,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
sospvidas.org,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
aandgtrading.com,0,0,1,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1
swiss-ptc.ch,0,0,0,3,0,0,0,1,1,1,1,1,0,1,1,1,1,1
balmzara.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
earthwaterfire.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
topschools.hk,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
members.tele2.nl,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1,0
robots.net,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,0
cncsaz.com,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1
mail.mallahaschool.sch.sa,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,1,1,1
shape-love.org,0,0,0,3,0,0,0,1,1,1,0,1,0,1,1,1,1,1
loginnowhere858askfm.co.vu,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
plato.la.asu.edu,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0
i-cynthia.com,0,0,1,4,0,0,0,1,1,1,0,0,1,1,1,1,1,1
onebeautystore.com.br,0,0,1,6,0,0,0,0,1,1,1,1,0,1,1,1,1,1
firststandardpath.com,0,0,1,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
greenentproduction.com,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
uwasaleh.org,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
osdev.org,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
cricketpulse.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
jackstackbbq.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
harasmorrodoipe.com.br,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
irastrum.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
wada-ama.org,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0
celiadestriadvogada.com.br,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
mubahilatv.com,0,0,1,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1
mssrc.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
bayanone.net,0,0,0,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1
happybook.pro,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
cuppa.ca,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
dishtv.in,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0
cicr-icrc.ca,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0
twenty20league.blogspot.com,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0
trions.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,1,1,1
rajestateconsultants.tripod.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
new.it-wasp.com,0,0,1,6,0,0,0,1,1,1,0,0,0,1,1,1,1,1
plainfieldriverdays.com,0,0,1,4,0,0,0,0,1,1,0,1,0,1,1,1,1,1
yarncoms.com,0,0,0,2,0,0,0,0,1,1,0,1,0,1,1,1,1,1
modipoly.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
farmafocus.com.br,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
onmt.net,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
bestpen.at,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
m24.telemedellin.tv,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
transylvaniaweb.com,0,0,1,6,0,0,0,0,1,1,1,0,0,1,1,1,1,1
vauxhall.co.uk,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0
17bbq.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
dst.gujarat.gov.in,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0
resolutionservicehelp.gq,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
collectablefinder.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
ddinews.gov.in,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0
ameli.remboursement.fr.webhelpwussl.com,0,0,1,5,0,0,0,0,1,1,1,0,0,1,1,1,1,1
creativevault.com.au,0,0,1,3,0,0,1,0,1,1,1,1,0,1,1,1,1,1
autokinoitalia.it,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
en.wikipedia.org,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,0
lovelocalleisure.co.uk,0,0,1,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1
bjcurio.com,0,0,1,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
anfieldroad.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
randyelvisfriskie.com,0,0,1,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
mrtimephoto.com,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1
en.wikipedia.org,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,0
secure.square.logindqxo.usa.cc,0,0,1,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1
narien.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
lakepineoral.com,0,0,1,5,0,0,0,0,1,1,0,1,1,1,1,1,1,1
saludos.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
finance.pro2net.com,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0
themarketingremedy.com,0,0,1,6,0,0,0,0,1,1,0,0,0,1,1,1,1,1
ceo.uab.cat,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
leica-geosystems.com,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0
nghethuatrem.com,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
easvarahospital.com,0,0,1,5,0,0,0,0,1,1,0,0,0,1,1,1,1,1
pluton.com.mx,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
ltn.lv,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,1,1,0
choitime.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
diam.unige.it,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0
indusmack.com.br,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,1,1,1
leighgphotography.com,0,0,1,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
primarygames.com,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
studiosoft.it,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0
destinationhollywood.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
cottagehillsoaps.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
theaterpro.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
tourpackagesinindia.in,0,0,1,5,0,0,0,0,1,1,1,0,0,1,1,1,1,1
fbcancelblock8r.ucoz.co.uk,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
advocaciaecontabilidade.com.br,0,0,1,6,0,0,0,0,1,1,1,1,0,1,1,1,1,1
cardsolutions.eu,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
mmeyetech.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
a2zsolutionbs.com,0,0,0,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
computerservice-filip.de,0,0,1,3,0,0,0,1,1,1,1,1,0,1,1,1,1,1
sirlinksalot.net,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
aulas.dimensaoensino.com.br,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
paypal.logln-her.com,0,0,0,3,0,0,0,1,1,1,1,1,0,1,1,1,1,1
google-googledriver.rhcloud.com,0,0,1,4,0,0,0,1,1,1,0,0,0,1,1,1,1,1
dutycosmeticos.com.br,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
ppl-service.com,0,0,1,4,0,0,0,1,1,1,1,0,0,1,1,1,1,1
sunrisesoap.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
au699.com,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1
grubersa.com,0,0,0,2,0,0,0,0,1,1,0,1,0,1,1,1,1,1
teatemptations.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
cim.ca,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
money.cnn.com,0,0,1,5,0,0,0,0,1,1,0,0,0,1,1,1,1,0
tunerwrightng.com,0,1,1,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
in1guide.com,0,0,0,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1
fcbarcelonausa.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
handasapc.com,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
stary-sacz.eu,0,0,1,2,0,0,0,1,1,1,1,1,0,1,1,1,1,1
kyelateas.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
library.illinois.edu,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0
aperfectcareer.co.uk,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
volvocars.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
farmhussy.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
stclairfitnesscenter.com,0,0,1,5,0,0,0,0,1,1,0,0,0,1,1,1,1,1
droplbox.com,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1
tarhobana.com,0,0,1,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1
emalbosaat.com,0,0,0,4,0,0,1,0,1,1,1,0,0,1,1,1,1,1
beaconwine.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
rogersandstephens.com,0,0,1,7,0,0,0,0,1,1,0,0,0,1,1,1,1,1
ppl-service.com,0,0,1,4,0,0,0,1,1,1,1,0,0,1,1,1,1,1
tcbsolutions.net,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
choconet1.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
farmcreditnetwork.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
adicon.com.cn,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,1,1,1
theplantgrower.com,0,0,0,3,0,0,0,0,1,1,0,1,0,1,1,1,1,1
loadingx3.fnhost.org,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1
niehs.nih.gov,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,1,1,0
testedok.com,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
acnetreatmentworld.org,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
parfums-jamaica.com,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0
dc-med.com.tw,0,0,1,2,0,0,0,1,1,1,1,1,0,1,1,1,1,1
greenstonesoap.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
sms18.in,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
kernelnewbies.org,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
asalan5436.atspace.cc,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
programradio.com,0,0,0,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
filltechs.atspace.eu,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
solopublications.com,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
wyp2005.org,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
gerhardsdesserts.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
stuffatweb.com,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
kamery-orllo.pl,0,0,0,2,0,0,0,1,1,1,0,0,1,1,1,1,1,1
econlit.org,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
p2p.wrox.com,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0
aapcheckzez.hol.es,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
dblp.uni-trier.de,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0
delimatenure.co.uk,0,0,1,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
67wine.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
classicgunparts.tripod.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
jobsearchpage.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
pulse-entertainment.ca,0,0,1,3,0,0,0,1,1,1,1,1,0,1,1,1,1,1
wineglobe.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
chocolatesource.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
cheetahsms.com,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
canada-coba.890m.com,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1
importationcollege.com,0,0,1,5,0,0,0,0,1,1,0,0,0,1,1,1,1,1
pp-service-de.gq,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1
vancouverplays.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
members.tripod.com,0,0,1,3,0,0,0,0,1,1,0,1,0,1,1,1,1,0
cgm.cs.mcgill.ca,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1,0
sefty-pages-azerbai-2016.fulba.com,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1
oxyflow.in,0,0,1,4,0,0,0,0,1,1,1,0,0,1,1,1,1,1
leicestercityblog.blogspot.com,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0
nysoclib.org,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
gz.airplanepilotlessons.com,0,0,1,2,0,0,0,0,1,1,0,1,0,1,1,1,1,1
samcanationals.co.za,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
secure.square.loginidqx.usa.cc,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1
karejones.com,0,0,1,3,0,0,0,0,1,1,0,1,0,1,1,1,1,1
4-fragrances.com,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0
ega-math.narod.ru,0,0,0,2,0,0,0,1,1,1,0,0,0,1,1,1,1,0
phauthuatngucuytin.com,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
facebooks.cloud,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1
prioritybookkeepingct.com,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1
iniciodavividap.com,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1
googlemerchandisestore.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
wycieczki-kociewie.com.pl,0,0,1,3,0,0,0,1,1,1,0,1,0,1,1,1,1,1
portal-mobvi.com,0,0,1,2,0,0,0,1,1,1,1,1,0,1,1,1,1,1
furuspesialisten.com,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
cp88.ezyreg.com,0,0,1,4,0,0,0,0,1,1,0,0,1,1,1,1,1,1
trademediator.com,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
gmc.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
sensualinterest.com,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1,1,1
matthew-maly.ru,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0
hiroba.dqx.jp.zicrl.usa.cc,0,0,1,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1
i-cynthia.com,0,0,0,4,0,0,0,1,1,1,0,0,1,1,1,1,1,1
jp-appel.com,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1
scentiments.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
al.gcsu.edu,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
manpowerfromindia.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
infopackets.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
fungist.net,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
farleaves.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
actioncamerakit.com,0,0,1,7,0,0,1,0,1,1,1,0,0,1,1,1,1,1
inter-connect.com.mx,0,0,1,4,0,0,1,1,1,1,1,0,0,1,1,1,1,1
dpcinema.mx,0,0,1,6,0,0,0,0,1,1,1,0,0,1,1,1,1,1
itechworldbd.com,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
tony5m17h.net,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
goodresume.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
haflaat.com,0,0,1,4,0,0,1,0,1,1,1,0,0,1,1,1,1,1
wowhd.co.uk,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
aplications-setting-3232434.fulba.com,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1
pratahkal.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
skahahills.com,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
shaktihomeja.com,0,0,1,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
dulcedia.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0
nichuizen.co.za,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
omkafe.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
coffeebeanery.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
jasonstree.services,0,0,1,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
ereznir.co.il,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
thecorkscrew.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
zawya.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
en.wikipedia.org,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,0
midnightsuncoffeeroasters.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
ratingpost.info,0,0,0,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1
tallahasseespeechcenter.verityjane.net,0,0,1,3,0,0,0,0,1,1,0,1,0,1,1,1,1,1
nutrolls.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
heritageindia.org,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0
cabscochin.com,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
savingfaithchurch.org,0,0,1,5,0,0,0,0,1,1,0,0,0,1,1,1,1,1
nuli-toys.co.il,0,0,1,4,0,0,0,1,1,1,1,1,0,1,1,1,1,1
en.wikipedia.org,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,0
eshinejewelry.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
secure.square.login-rxey.usa.cc,0,0,1,4,0,0,0,1,1,1,0,0,0,1,1,1,1,1
wegotrecords.com,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0
zhitea.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
salintoshourt.com,0,0,1,3,0,0,1,0,1,1,1,0,0,1,1,1,1,1
pbs.org,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,0
realbreadpudding.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
twinings.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
math.bu.edu,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,1,1,0
secure.square.login-saey.usa.cc,0,0,1,4,0,0,0,1,1,1,0,0,0,1,1,1,1,1
lcfc.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
figatti.pl,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
lazarschocolate.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
kountrybakery.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
milapaz.com,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
daumakaresort.com,0,0,0,4,0,0,1,0,1,1,0,0,0,1,1,1,1,1
indusmack.com.br,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
kuk-verlagsanstalt.com,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0
amadeireirasilva.com.br,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
prosportsmemorabilia.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
bazurashop.com,0,0,1,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1
resolutionservicehelp.gq,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
viamonastero.be,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,1,1,1
fao.org,0,0,0,3,0,0,0,0,1,1,0,0,0,1,1,1,1,0
haoqin87.com,0,0,0,3,0,0,0,0,1,1,1,0,0,1,1,1,1,1
schoolsindia.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
robonyp.8m.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
qualyprintbh.com.br,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
sicherheit.paypal.de-sichererkundencheckid.tk,0,0,1,2,0,0,0,1,1,1,1,1,0,1,1,1,1,1
math.niu.edu,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,0
tradesbyhaimshahar.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
unicred.sicredcoop.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1
ritmanlibrary.nl,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
rangshala.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
insanmadani.sch.id,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
barcaforum.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
spurtravelpalawan.com,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
mathworld.wolfram.com,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,0
mathpages.com,0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,1,0
