URL_Length,URL_Depth,Domain_Age,Domain_End,Update_Age,Exact Length,Zero Count,Zero Prop,Period Prop,Special Count,Special Prop,Slash Count,Slash Prop,Label
0,1,0,1,0,31,0,0.0,0.06451612903225806,7,0.22580645161290322,4,0.12903225806451613,1
0,0,0,0,0,30,0,0.0,0.06666666666666667,6,0.2,3,0.1,0
1,3,0,1,0,69,3,0.043478260869565216,0.014492753623188406,7,0.10144927536231885,5,0.07246376811594203,1
1,4,0,0,0,60,0,0.0,0.1,13,0.21666666666666667,6,0.1,1
0,2,1,0,0,33,0,0.0,0.06060606060606061,7,0.21212121212121213,4,0.12121212121212122,1
0,0,0,0,0,36,0,0.0,0.05555555555555555,6,0.16666666666666666,3,0.08333333333333333,0
1,3,0,0,0,70,2,0.02857142857142857,0.02857142857142857,9,0.12857142857142856,6,0.08571428571428572,1
0,0,0,0,0,26,0,0.0,0.07692307692307693,6,0.23076923076923078,3,0.11538461538461539,0
0,3,0,0,0,44,0,0.0,0.045454545454545456,9,0.20454545454545456,6,0.13636363636363635,1
1,2,0,0,0,70,2,0.02857142857142857,0.02857142857142857,7,0.1,4,0.05714285714285714,1
0,0,0,0,0,33,0,0.0,0.06060606060606061,6,0.18181818181818182,3,0.09090909090909091,0
0,2,0,0,0,37,0,0.0,0.02702702702702703,7,0.1891891891891892,5,0.13513513513513514,1
0,1,1,1,0,46,0,0.0,0.06521739130434782,7,0.15217391304347827,3,0.06521739130434782,1
0,2,0,0,0,31,0,0.0,0.03225806451612903,7,0.22580645161290322,5,0.16129032258064516,1
0,0,0,0,0,26,0,0.0,0.07692307692307693,6,0.23076923076923078,3,0.11538461538461539,0
0,0,1,0,0,24,0,0.0,0.08333333333333333,6,0.25,3,0.125,0
0,4,1,0,0,51,0,0.0,0.0392156862745098,9,0.17647058823529413,6,0.11764705882352941,1
0,3,0,0,0,49,0,0.0,0.04081632653061224,10,0.20408163265306123,6,0.12244897959183673,0
1,5,0,0,0,70,0,0.0,0.02857142857142857,11,0.15714285714285714,7,0.1,1
0,0,0,0,0,29,0,0.0,0.06896551724137931,6,0.20689655172413793,3,0.10344827586206896,0
0,0,0,0,0,27,0,0.0,0.037037037037037035,5,0.18518518518518517,3,0.1111111111111111,0
0,0,0,0,0,28,0,0.0,0.07142857142857142,6,0.21428571428571427,3,0.10714285714285714,0
1,1,1,1,0,70,2,0.02857142857142857,0.05714285714285714,9,0.12857142857142856,3,0.04285714285714286,1
0,0,0,0,0,30,0,0.0,0.06666666666666667,6,0.2,3,0.1,0
1,1,0,0,0,57,0,0.0,0.05263157894736842,9,0.15789473684210525,3,0.05263157894736842,0
0,0,0,1,0,34,0,0.0,0.058823529411764705,6,0.17647058823529413,3,0.08823529411764706,0
0,3,1,0,0,44,0,0.0,0.045454545454545456,8,0.18181818181818182,5,0.11363636363636363,1
0,0,0,0,0,37,0,0.0,0.05405405405405406,8,0.21621621621621623,3,0.08108108108108109,0
1,5,0,1,0,60,0,0.0,0.03333333333333333,11,0.18333333333333332,7,0.11666666666666667,1
1,3,1,1,0,70,0,0.0,0.02857142857142857,9,0.12857142857142856,5,0.07142857142857142,1
0,0,0,0,0,39,0,0.0,0.05128205128205128,6,0.15384615384615385,3,0.07692307692307693,0
1,7,1,1,0,69,1,0.014492753623188406,0.014492753623188406,16,0.2318840579710145,10,0.14492753623188406,1
0,0,0,1,0,38,0,0.0,0.05263157894736842,7,0.18421052631578946,3,0.07894736842105263,0
1,2,0,0,0,70,2,0.02857142857142857,0.02857142857142857,8,0.11428571428571428,4,0.05714285714285714,1
0,0,0,1,0,28,0,0.0,0.07142857142857142,6,0.21428571428571427,3,0.10714285714285714,0
1,1,1,1,0,70,4,0.05714285714285714,0.02857142857142857,10,0.14285714285714285,3,0.04285714285714286,1
0,0,1,0,0,21,0,0.0,0.14285714285714285,7,0.3333333333333333,3,0.14285714285714285,0
1,2,1,0,0,69,2,0.028985507246376812,0.028985507246376812,7,0.10144927536231885,4,0.057971014492753624,1
1,2,0,0,0,70,0,0.0,0.02857142857142857,10,0.14285714285714285,4,0.05714285714285714,1
1,2,0,0,0,79,1,0.012658227848101266,0.05063291139240506,15,0.189873417721519,4,0.05063291139240506,0
0,1,0,0,0,40,0,0.0,0.05,7,0.175,4,0.1,1
0,0,0,0,0,32,1,0.03125,0.09375,7,0.21875,3,0.09375,0
0,0,0,0,0,28,0,0.0,0.07142857142857142,7,0.25,3,0.10714285714285714,0
1,4,0,0,0,70,0,0.0,0.014285714285714285,8,0.11428571428571428,6,0.08571428571428572,1
1,3,1,0,0,70,3,0.04285714285714286,0.02857142857142857,8,0.11428571428571428,5,0.07142857142857142,1
1,3,1,1,0,70,12,0.17142857142857143,0.014285714285714285,8,0.11428571428571428,5,0.07142857142857142,1
1,5,1,1,0,70,3,0.04285714285714286,0.02857142857142857,10,0.14285714285714285,7,0.1,1
0,0,0,0,0,24,0,0.0,0.08333333333333333,6,0.25,3,0.125,0
1,2,1,1,0,70,0,0.0,0.05714285714285714,15,0.21428571428571427,4,0.05714285714285714,1
0,0,0,0,1,34,0,0.0,0.058823529411764705,6,0.17647058823529413,3,0.08823529411764706,0
1,5,1,0,0,70,0,0.0,0.02857142857142857,13,0.18571428571428572,8,0.11428571428571428,1
1,5,0,1,0,70,2,0.02857142857142857,0.014285714285714285,10,0.14285714285714285,7,0.1,1
0,1,1,1,0,48,0,0.0,0.0625,9,0.1875,3,0.0625,1
0,0,1,0,0,34,0,0.0,0.08823529411764706,7,0.20588235294117646,3,0.08823529411764706,0
1,3,0,0,0,64,1,0.015625,0.015625,8,0.125,6,0.09375,1
0,0,0,0,0,29,0,0.0,0.06896551724137931,6,0.20689655172413793,3,0.10344827586206896,0
0,0,0,0,0,30,0,0.0,0.06666666666666667,6,0.2,3,0.1,0
0,1,0,1,0,35,0,0.0,0.08571428571428572,7,0.2,3,0.08571428571428572,1
0,0,0,0,0,22,0,0.0,0.09090909090909091,6,0.2727272727272727,3,0.13636363636363635,0
0,0,0,0,0,26,0,0.0,0.07692307692307693,6,0.23076923076923078,3,0.11538461538461539,0
0,0,1,1,0,23,0,0.0,0.08695652173913043,6,0.2608695652173913,3,0.13043478260869565,1
1,2,0,0,0,65,0,0.0,0.03076923076923077,11,0.16923076923076924,4,0.06153846153846154,1
1,6,1,0,0,70,2,0.02857142857142857,0.02857142857142857,11,0.15714285714285714,8,0.11428571428571428,1
0,0,1,1,0,22,0,0.0,0.09090909090909091,6,0.2727272727272727,3,0.13636363636363635,0
1,1,1,1,0,70,0,0.0,0.02857142857142857,14,0.2,3,0.04285714285714286,1
0,3,0,1,0,39,2,0.05128205128205128,0.05128205128205128,9,0.23076923076923078,5,0.1282051282051282,0
1,1,1,1,0,58,0,0.0,0.034482758620689655,7,0.1206896551724138,4,0.06896551724137931,1
0,0,0,0,0,21,0,0.0,0.047619047619047616,5,0.23809523809523808,3,0.14285714285714285,0
0,0,0,0,0,24,0,0.0,0.08333333333333333,6,0.25,3,0.125,0
1,4,1,1,0,70,0,0.0,0.02857142857142857,9,0.12857142857142856,6,0.08571428571428572,1
0,0,0,0,1,26,0,0.0,0.07692307692307693,6,0.23076923076923078,3,0.11538461538461539,0
1,2,1,0,0,67,0,0.0,0.029850746268656716,8,0.11940298507462686,4,0.05970149253731343,1
0,0,0,0,0,39,0,0.0,0.10256410256410256,9,0.23076923076923078,3,0.07692307692307693,1
0,0,0,0,1,24,0,0.0,0.08333333333333333,7,0.2916666666666667,3,0.125,0
0,2,1,1,0,46,0,0.0,0.10869565217391304,10,0.21739130434782608,4,0.08695652173913043,0
1,4,0,0,0,57,0,0.0,0.017543859649122806,9,0.15789473684210525,7,0.12280701754385964,1
0,0,0,0,0,27,0,0.0,0.07407407407407407,6,0.2222222222222222,3,0.1111111111111111,0
0,1,1,1,0,18,0,0.0,0.05555555555555555,5,0.2777777777777778,3,0.16666666666666666,1
0,0,1,1,0,32,2,0.0625,0.0625,7,0.21875,3,0.09375,1
0,2,0,0,0,52,0,0.0,0.019230769230769232,8,0.15384615384615385,5,0.09615384615384616,1
1,2,0,0,0,70,0,0.0,0.02857142857142857,8,0.11428571428571428,4,0.05714285714285714,1
0,0,0,1,0,26,0,0.0,0.07692307692307693,6,0.23076923076923078,3,0.11538461538461539,0
0,0,0,0,0,25,0,0.0,0.08,6,0.24,3,0.12,0
0,1,0,0,0,50,0,0.0,0.06,8,0.16,3,0.06,0
0,0,0,0,0,24,0,0.0,0.08333333333333333,6,0.25,3,0.125,0
1,2,1,0,0,69,2,0.028985507246376812,0.014492753623188406,9,0.13043478260869565,5,0.07246376811594203,1
0,0,0,0,0,22,0,0.0,0.09090909090909091,6,0.2727272727272727,3,0.13636363636363635,0
1,3,0,1,0,70,0,0.0,0.04285714285714286,12,0.17142857142857143,5,0.07142857142857142,1
1,1,1,0,0,56,2,0.03571428571428571,0.03571428571428571,7,0.125,4,0.07142857142857142,1
0,0,0,0,0,29,0,0.0,0.06896551724137931,6,0.20689655172413793,3,0.10344827586206896,0
0,0,0,0,0,25,0,0.0,0.04,5,0.2,3,0.12,0
1,2,1,1,0,70,0,0.0,0.07142857142857142,13,0.18571428571428572,4,0.05714285714285714,1
1,3,0,0,0,55,0,0.0,0.05454545454545454,9,0.16363636363636364,5,0.09090909090909091,1
0,0,0,0,0,21,0,0.0,0.047619047619047616,5,0.23809523809523808,3,0.14285714285714285,0
0,0,0,0,0,27,0,0.0,0.07407407407407407,6,0.2222222222222222,3,0.1111111111111111,0
0,0,0,0,0,23,0,0.0,0.08695652173913043,6,0.2608695652173913,3,0.13043478260869565,0
0,0,0,0,0,29,0,0.0,0.06896551724137931,6,0.20689655172413793,3,0.10344827586206896,0
1,3,0,0,0,70,1,0.014285714285714285,0.014285714285714285,8,0.11428571428571428,5,0.07142857142857142,1
1,3,0,0,1,70,0,0.0,0.02857142857142857,14,0.2,5,0.07142857142857142,1
1,5,1,1,0,70,0,0.0,0.05714285714285714,16,0.22857142857142856,7,0.1,1
0,0,0,0,0,35,0,0.0,0.05714285714285714,6,0.17142857142857143,3,0.08571428571428572,0
0,0,0,0,0,34,0,0.0,0.058823529411764705,6,0.17647058823529413,3,0.08823529411764706,0
0,0,0,0,0,24,0,0.0,0.08333333333333333,6,0.25,3,0.125,0
1,3,1,1,0,70,0,0.0,0.04285714285714286,12,0.17142857142857143,6,0.08571428571428572,1
0,0,0,0,0,20,0,0.0,0.1,6,0.3,3,0.15,0
0,1,1,1,0,40,1,0.025,0.075,8,0.2,3,0.075,1
0,0,0,0,0,27,0,0.0,0.07407407407407407,6,0.2222222222222222,3,0.1111111111111111,0
0,3,1,1,0,53,1,0.018867924528301886,0.018867924528301886,7,0.1320754716981132,5,0.09433962264150944,1
0,2,0,0,0,47,0,0.0,0.06382978723404255,8,0.1702127659574468,4,0.0851063829787234,1
1,5,0,0,0,70,1,0.014285714285714285,0.014285714285714285,10,0.14285714285714285,7,0.1,1
0,0,0,0,0,24,0,0.0,0.08333333333333333,6,0.25,3,0.125,0
0,2,1,1,0,46,0,0.0,0.06521739130434782,10,0.21739130434782608,5,0.10869565217391304,1
0,0,0,0,0,22,0,0.0,0.09090909090909091,7,0.3181818181818182,3,0.13636363636363635,0
0,0,0,0,1,30,0,0.0,0.06666666666666667,6,0.2,3,0.1,0
1,4,1,1,0,63,0,0.0,0.015873015873015872,9,0.14285714285714285,6,0.09523809523809523,1
0,0,0,1,0,28,0,0.0,0.07142857142857142,7,0.25,3,0.10714285714285714,0
0,1,0,0,0,44,0,0.0,0.06818181818181818,8,0.18181818181818182,3,0.06818181818181818,0
0,4,0,0,0,46,0,0.0,0.043478260869565216,9,0.1956521739130435,6,0.13043478260869565,0
0,0,0,0,0,27,0,0.0,0.07407407407407407,6,0.2222222222222222,3,0.1111111111111111,0
1,5,1,1,0,70,0,0.0,0.05714285714285714,13,0.18571428571428572,7,0.1,1
0,0,0,0,0,29,0,0.0,0.06896551724137931,6,0.20689655172413793,3,0.10344827586206896,0
1,2,0,1,0,70,3,0.04285714285714286,0.02857142857142857,7,0.1,4,0.05714285714285714,1
0,0,0,0,0,37,0,0.0,0.05405405405405406,6,0.16216216216216217,3,0.08108108108108109,0
0,0,0,0,0,30,0,0.0,0.06666666666666667,6,0.2,3,0.1,0
0,0,0,0,0,34,0,0.0,0.058823529411764705,6,0.17647058823529413,3,0.08823529411764706,0
1,3,0,0,0,70,2,0.02857142857142857,0.02857142857142857,10,0.14285714285714285,5,0.07142857142857142,1
1,1,1,0,0,70,0,0.0,0.08571428571428572,11,0.15714285714285714,3,0.04285714285714286,1
0,2,1,1,0,37,1,0.02702702702702703,0.10810810810810811,9,0.24324324324324326,4,0.10810810810810811,1
1,2,0,0,0,70,0,0.0,0.02857142857142857,9,0.12857142857142856,4,0.05714285714285714,1
0,0,0,0,0,24,0,0.0,0.08333333333333333,6,0.25,3,0.125,0
0,0,0,0,0,31,0,0.0,0.06451612903225806,6,0.1935483870967742,3,0.0967741935483871,0
0,0,0,0,0,20,0,0.0,0.1,6,0.3,3,0.15,0
1,3,0,0,0,58,1,0.017241379310344827,0.05172413793103448,9,0.15517241379310345,5,0.08620689655172414,1
0,0,0,0,0,23,0,0.0,0.08695652173913043,6,0.2608695652173913,3,0.13043478260869565,0
1,1,1,0,0,64,0,0.0,0.03125,9,0.140625,3,0.046875,1
0,1,1,1,0,39,0,0.0,0.07692307692307693,8,0.20512820512820512,4,0.10256410256410256,0
1,4,0,0,0,64,0,0.0,0.078125,12,0.1875,6,0.09375,1
0,0,0,0,0,33,0,0.0,0.06060606060606061,6,0.18181818181818182,3,0.09090909090909091,0
1,3,0,0,0,70,2,0.02857142857142857,0.02857142857142857,8,0.11428571428571428,5,0.07142857142857142,1
0,2,0,0,0,38,0,0.0,0.07894736842105263,8,0.21052631578947367,4,0.10526315789473684,1
0,0,1,1,0,30,0,0.0,0.06666666666666667,6,0.2,3,0.1,1
0,2,1,1,0,36,0,0.0,0.05555555555555555,8,0.2222222222222222,5,0.1388888888888889,0
0,0,0,0,0,29,0,0.0,0.06896551724137931,6,0.20689655172413793,3,0.10344827586206896,0
0,0,0,0,0,28,0,0.0,0.07142857142857142,6,0.21428571428571427,3,0.10714285714285714,0
0,2,1,0,0,42,0,0.0,0.023809523809523808,9,0.21428571428571427,5,0.11904761904761904,1
1,1,0,0,0,70,2,0.02857142857142857,0.02857142857142857,6,0.08571428571428572,3,0.04285714285714286,1
0,0,1,1,0,29,0,0.0,0.10344827586206896,7,0.2413793103448276,3,0.10344827586206896,0
1,3,1,1,0,70,0,0.0,0.07142857142857142,13,0.18571428571428572,5,0.07142857142857142,1
0,0,0,0,0,29,0,0.0,0.06896551724137931,6,0.20689655172413793,3,0.10344827586206896,0
0,0,0,0,0,28,0,0.0,0.07142857142857142,6,0.21428571428571427,3,0.10714285714285714,0
0,0,0,0,0,32,0,0.0,0.09375,7,0.21875,3,0.09375,0
0,0,0,0,0,22,0,0.0,0.09090909090909091,6,0.2727272727272727,3,0.13636363636363635,0
0,0,1,1,0,32,0,0.0,0.09375,7,0.21875,3,0.09375,0
0,0,0,0,0,31,0,0.0,0.0967741935483871,8,0.25806451612903225,3,0.0967741935483871,0
0,0,0,1,0,25,0,0.0,0.08,6,0.24,3,0.12,0
1,4,1,1,0,54,0,0.0,0.05555555555555555,12,0.2222222222222222,7,0.12962962962962962,1
0,2,1,0,0,51,0,0.0,0.058823529411764705,8,0.1568627450980392,4,0.0784313725490196,1
0,0,0,0,0,35,0,0.0,0.05714285714285714,6,0.17142857142857143,3,0.08571428571428572,0
0,2,1,1,0,28,0,0.0,0.03571428571428571,6,0.21428571428571427,4,0.14285714285714285,1
0,0,0,0,0,16,0,0.0,0.0625,6,0.375,3,0.1875,0
0,0,0,0,0,25,0,0.0,0.04,5,0.2,3,0.12,0
1,2,1,1,0,70,0,0.0,0.04285714285714286,11,0.15714285714285714,4,0.05714285714285714,1
1,3,0,0,0,70,1,0.014285714285714285,0.014285714285714285,7,0.1,5,0.07142857142857142,1
0,1,1,1,0,24,0,0.0,0.08333333333333333,7,0.2916666666666667,4,0.16666666666666666,1
0,3,0,0,0,52,0,0.0,0.038461538461538464,8,0.15384615384615385,5,0.09615384615384616,1
1,3,0,0,0,70,1,0.014285714285714285,0.04285714285714286,10,0.14285714285714285,5,0.07142857142857142,1
0,0,0,0,0,33,0,0.0,0.06060606060606061,6,0.18181818181818182,3,0.09090909090909091,0
1,3,0,0,0,61,0,0.0,0.03278688524590164,9,0.14754098360655737,5,0.08196721311475409,0
0,0,0,0,0,27,0,0.0,0.07407407407407407,6,0.2222222222222222,3,0.1111111111111111,0
0,2,1,1,0,37,0,0.0,0.08108108108108109,9,0.24324324324324326,4,0.10810810810810811,1
0,1,1,1,0,38,0,0.0,0.02631578947368421,7,0.18421052631578946,3,0.07894736842105263,1
0,0,0,0,0,22,0,0.0,0.09090909090909091,6,0.2727272727272727,3,0.13636363636363635,0
0,4,0,0,0,53,0,0.0,0.03773584905660377,10,0.18867924528301888,6,0.11320754716981132,1
0,0,0,0,0,28,0,0.0,0.07142857142857142,6,0.21428571428571427,3,0.10714285714285714,0
0,0,0,0,0,35,0,0.0,0.05714285714285714,6,0.17142857142857143,3,0.08571428571428572,0
1,5,1,1,0,70,5,0.07142857142857142,0.02857142857142857,10,0.14285714285714285,7,0.1,1
0,1,1,1,0,27,0,0.0,0.07407407407407407,8,0.2962962962962963,4,0.14814814814814814,1
0,0,0,0,0,24,0,0.0,0.08333333333333333,6,0.25,3,0.125,0
1,3,1,1,0,70,0,0.0,0.02857142857142857,8,0.11428571428571428,5,0.07142857142857142,1
0,0,0,0,0,32,0,0.0,0.0625,7,0.21875,3,0.09375,0
0,0,0,0,0,21,0,0.0,0.09523809523809523,6,0.2857142857142857,3,0.14285714285714285,0
0,1,0,1,1,31,0,0.0,0.06451612903225806,7,0.22580645161290322,4,0.12903225806451613,0
1,2,0,0,0,55,0,0.0,0.05454545454545454,10,0.18181818181818182,4,0.07272727272727272,1
0,1,0,0,0,41,0,0.0,0.07317073170731707,8,0.1951219512195122,3,0.07317073170731707,1
0,0,0,0,0,30,0,0.0,0.06666666666666667,6,0.2,3,0.1,0
0,2,1,0,0,38,2,0.05263157894736842,0.02631578947368421,7,0.18421052631578946,4,0.10526315789473684,1
0,1,1,1,0,38,0,0.0,0.07894736842105263,7,0.18421052631578946,3,0.07894736842105263,1
0,2,1,1,0,49,0,0.0,0.08163265306122448,11,0.22448979591836735,4,0.08163265306122448,0
1,3,0,0,0,69,2,0.028985507246376812,0.014492753623188406,8,0.11594202898550725,6,0.08695652173913043,1
0,3,1,1,0,41,0,0.0,0.04878048780487805,9,0.21951219512195122,6,0.14634146341463414,1
0,0,0,0,0,36,0,0.0,0.05555555555555555,6,0.16666666666666666,3,0.08333333333333333,0
0,2,1,0,0,33,0,0.0,0.030303030303030304,7,0.21212121212121213,5,0.15151515151515152,1
1,2,0,1,0,70,0,0.0,0.04285714285714286,11,0.15714285714285714,4,0.05714285714285714,1
0,0,0,0,0,34,0,0.0,0.058823529411764705,6,0.17647058823529413,3,0.08823529411764706,0
0,0,1,1,0,25,0,0.0,0.04,6,0.24,3,0.12,1
0,3,1,1,0,46,0,0.0,0.06521739130434782,10,0.21739130434782608,6,0.13043478260869565,1
0,0,0,0,0,25,0,0.0,0.08,6,0.24,3,0.12,0
1,3,0,0,0,70,0,0.0,0.04285714285714286,11,0.15714285714285714,5,0.07142857142857142,1
0,0,0,0,0,28,0,0.0,0.07142857142857142,6,0.21428571428571427,3,0.10714285714285714,0
0,2,0,1,0,37,0,0.0,0.08108108108108109,8,0.21621621621621623,4,0.10810810810810811,1
1,3,0,0,0,70,4,0.05714285714285714,0.05714285714285714,10,0.14285714285714285,5,0.07142857142857142,1
0,0,1,1,0,27,0,0.0,0.07407407407407407,6,0.2222222222222222,3,0.1111111111111111,0
0,0,0,0,0,34,0,0.0,0.058823529411764705,6,0.17647058823529413,3,0.08823529411764706,0
1,5,1,0,0,70,0,0.0,0.04285714285714286,12,0.17142857142857143,7,0.1,1
0,2,0,0,0,35,0,0.0,0.05714285714285714,8,0.22857142857142856,5,0.14285714285714285,1
0,1,1,0,0,31,0,0.0,0.0967741935483871,7,0.22580645161290322,3,0.0967741935483871,1
0,0,0,0,1,28,0,0.0,0.07142857142857142,6,0.21428571428571427,3,0.10714285714285714,0
0,0,0,0,0,23,0,0.0,0.08695652173913043,6,0.2608695652173913,3,0.13043478260869565,0
0,2,0,0,0,41,0,0.0,0.07317073170731707,8,0.1951219512195122,4,0.0975609756097561,0
0,0,0,0,0,28,0,0.0,0.07142857142857142,6,0.21428571428571427,3,0.10714285714285714,0
0,1,0,0,1,40,0,0.0,0.075,8,0.2,3,0.075,0
0,3,1,1,0,53,1,0.018867924528301886,0.05660377358490566,9,0.16981132075471697,5,0.09433962264150944,1
0,0,0,0,0,23,0,0.0,0.08695652173913043,6,0.2608695652173913,3,0.13043478260869565,0
1,4,0,1,0,70,1,0.014285714285714285,0.02857142857142857,12,0.17142857142857143,6,0.08571428571428572,1
0,1,1,1,0,31,0,0.0,0.03225806451612903,7,0.22580645161290322,3,0.0967741935483871,1
1,3,1,0,0,66,0,0.0,0.030303030303030304,8,0.12121212121212122,5,0.07575757575757576,1
1,6,1,1,0,68,1,0.014705882352941176,0.08823529411764706,16,0.23529411764705882,8,0.11764705882352941,0
1,2,1,1,0,54,0,0.0,0.07407407407407407,9,0.16666666666666666,4,0.07407407407407407,1
0,2,1,0,0,29,0,0.0,0.034482758620689655,7,0.2413793103448276,5,0.1724137931034483,1
0,1,0,0,0,34,0,0.0,0.058823529411764705,7,0.20588235294117646,4,0.11764705882352941,0
0,0,0,0,0,22,0,0.0,0.045454545454545456,5,0.22727272727272727,3,0.13636363636363635,0
0,0,0,0,0,23,0,0.0,0.08695652173913043,6,0.2608695652173913,3,0.13043478260869565,0
1,4,0,0,0,60,0,0.0,0.016666666666666666,9,0.15,7,0.11666666666666667,1
0,0,0,0,0,27,0,0.0,0.07407407407407407,6,0.2222222222222222,3,0.1111111111111111,0
1,4,1,1,0,60,0,0.0,0.05,11,0.18333333333333332,7,0.11666666666666667,0
0,2,1,1,0,45,1,0.022222222222222223,0.06666666666666667,8,0.17777777777777778,4,0.08888888888888889,1
0,0,0,0,1,23,0,0.0,0.08695652173913043,6,0.2608695652173913,3,0.13043478260869565,0
0,0,0,0,0,22,0,0.0,0.09090909090909091,6,0.2727272727272727,3,0.13636363636363635,0
0,3,1,1,0,35,0,0.0,0.08571428571428572,10,0.2857142857142857,5,0.14285714285714285,1
0,1,1,1,0,42,0,0.0,0.07142857142857142,7,0.16666666666666666,3,0.07142857142857142,1
1,3,1,1,0,70,3,0.04285714285714286,0.02857142857142857,8,0.11428571428571428,5,0.07142857142857142,1
0,1,0,0,0,40,2,0.05,0.1,8,0.2,3,0.075,0
0,0,0,0,0,24,0,0.0,0.041666666666666664,5,0.20833333333333334,3,0.125,0
0,3,1,1,0,47,0,0.0,0.0851063829787234,11,0.23404255319148937,5,0.10638297872340426,1
0,2,1,1,0,52,0,0.0,0.038461538461538464,8,0.15384615384615385,5,0.09615384615384616,0
1,4,1,1,0,70,1,0.014285714285714285,0.014285714285714285,9,0.12857142857142856,6,0.08571428571428572,1
0,1,0,1,0,38,0,0.0,0.02631578947368421,7,0.18421052631578946,4,0.10526315789473684,0
0,0,0,0,0,36,0,0.0,0.05555555555555555,6,0.16666666666666666,3,0.08333333333333333,0
0,1,1,1,0,21,0,0.0,0.047619047619047616,5,0.23809523809523808,3,0.14285714285714285,1
0,0,1,0,0,19,0,0.0,0.10526315789473684,6,0.3157894736842105,3,0.15789473684210525,0
0,2,0,0,0,52,0,0.0,0.057692307692307696,8,0.15384615384615385,4,0.07692307692307693,0
1,2,0,0,0,70,3,0.04285714285714286,0.02857142857142857,10,0.14285714285714285,4,0.05714285714285714,1
1,4,0,0,0,60,0,0.0,0.1,13,0.21666666666666667,6,0.1,1
1,5,1,1,0,70,0,0.0,0.02857142857142857,11,0.15714285714285714,7,0.1,1
0,0,0,0,0,31,0,0.0,0.06451612903225806,6,0.1935483870967742,3,0.0967741935483871,0
0,0,0,0,0,34,0,0.0,0.14705882352941177,9,0.2647058823529412,3,0.08823529411764706,1
0,0,0,0,0,31,0,0.0,0.06451612903225806,6,0.1935483870967742,3,0.0967741935483871,0
1,3,0,0,0,60,0,0.0,0.03333333333333333,8,0.13333333333333333,5,0.08333333333333333,1
0,0,0,0,0,34,0,0.0,0.058823529411764705,6,0.17647058823529413,3,0.08823529411764706,0
1,5,0,0,0,70,1,0.014285714285714285,0.014285714285714285,11,0.15714285714285714,7,0.1,1
0,0,0,1,0,32,0,0.0,0.0625,6,0.1875,3,0.09375,0
0,1,0,0,0,36,0,0.0,0.05555555555555555,7,0.19444444444444445,4,0.1111111111111111,0
0,0,0,0,0,23,0,0.0,0.08695652173913043,6,0.2608695652173913,3,0.13043478260869565,0
0,2,0,0,0,36,0,0.0,0.027777777777777776,7,0.19444444444444445,5,0.1388888888888889,1
0,2,1,1,0,44,0,0.0,0.06818181818181818,10,0.22727272727272727,5,0.11363636363636363,0
0,3,0,0,0,41,0,0.0,0.04878048780487805,8,0.1951219512195122,5,0.12195121951219512,1
1,3,0,0,0,65,2,0.03076923076923077,0.015384615384615385,8,0.12307692307692308,6,0.09230769230769231,1
0,1,1,1,0,38,1,0.02631578947368421,0.07894736842105263,7,0.18421052631578946,3,0.07894736842105263,1
0,0,0,0,0,27,0,0.0,0.07407407407407407,6,0.2222222222222222,3,0.1111111111111111,0
1,4,0,0,0,70,1,0.014285714285714285,0.014285714285714285,9,0.12857142857142856,6,0.08571428571428572,1
0,0,1,1,0,25,0,0.0,0.08,5,0.2,2,0.08,1
1,2,0,0,0,70,2,0.02857142857142857,0.02857142857142857,8,0.11428571428571428,4,0.05714285714285714,1
0,0,1,0,0,20,0,0.0,0.1,6,0.3,3,0.15,0
0,0,0,0,0,24,0,0.0,0.08333333333333333,6,0.25,3,0.125,0
0,0,0,0,1,27,0,0.0,0.037037037037037035,5,0.18518518518518517,3,0.1111111111111111,0
1,3,0,0,0,54,5,0.09259259259259259,0.037037037037037035,8,0.14814814814814814,5,0.09259259259259259,1
0,4,1,1,0,53,0,0.0,0.05660377358490566,10,0.18867924528301888,6,0.11320754716981132,0
1,3,1,1,0,70,1,0.014285714285714285,0.04285714285714286,9,0.12857142857142856,5,0.07142857142857142,1
0,0,0,0,0,27,0,0.0,0.07407407407407407,6,0.2222222222222222,3,0.1111111111111111,0
0,0,1,1,0,28,0,0.0,0.07142857142857142,6,0.21428571428571427,3,0.10714285714285714,1
0,0,0,0,0,26,0,0.0,0.07692307692307693,6,0.23076923076923078,3,0.11538461538461539,0
0,2,0,0,0,30,0,0.0,0.06666666666666667,7,0.23333333333333334,4,0.13333333333333333,1
0,0,0,1,0,31,0,0.0,0.06451612903225806,6,0.1935483870967742,3,0.0967741935483871,0
0,1,1,1,0,38,1,0.02631578947368421,0.07894736842105263,7,0.18421052631578946,3,0.07894736842105263,1
0,0,0,0,0,29,0,0.0,0.06896551724137931,7,0.2413793103448276,3,0.10344827586206896,0
0,0,0,0,0,28,0,0.0,0.07142857142857142,6,0.21428571428571427,3,0.10714285714285714,0
0,0,0,1,0,33,0,0.0,0.06060606060606061,6,0.18181818181818182,3,0.09090909090909091,0
0,0,0,0,0,31,0,0.0,0.06451612903225806,6,0.1935483870967742,3,0.0967741935483871,0
1,4,0,0,0,70,1,0.014285714285714285,0.05714285714285714,12,0.17142857142857143,6,0.08571428571428572,1
0,2,1,1,0,53,0,0.0,0.03773584905660377,7,0.1320754716981132,4,0.07547169811320754,1
