Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
upeace.org,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
bizreport.com,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
bandaremidos.com.br,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0
brainshineacademy.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
paypallimeited.com.webapps.mpp.home.paylimeited.com,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0
hevychem.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
shearer9.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
groundsforthought.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
dimplexx.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
madwine.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
73.183.216.134,0,0,1,4,0,0,0,0,0,1,1,0,1,1,1,1,0
cucinadicasa.ro,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
sunlife.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
japanesegreenteaonline.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
kids.aol.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
3dphoto.dk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
sospvidas.org,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
aandgtrading.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
swiss-ptc.ch,0,0,0,3,0,0,0,1,0,1,1,1,1,1,1,1,0
balmzara.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
earthwaterfire.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
topschools.hk,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0
members.tele2.nl,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0
robots.net,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
cncsaz.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
mail.mallahaschool.sch.sa,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,0
shape-love.org,0,0,0,3,0,0,0,1,0,1,1,1,1,1,1,1,0
loginnowhere858askfm.co.vu,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0
plato.la.asu.edu,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
i-cynthia.com,0,0,1,4,0,0,0,1,0,0,1,1,0,0,1,0,0
onebeautystore.com.br,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,0
firststandardpath.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
greenentproduction.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
uwasaleh.org,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
osdev.org,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
cricketpulse.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
jackstackbbq.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
harasmorrodoipe.com.br,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
irastrum.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
wada-ama.org,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
celiadestriadvogada.com.br,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
mubahilatv.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
mssrc.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
bayanone.net,0,0,0,4,0,0,0,0,0,1,1,1,0,0,1,0,0
happybook.pro,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0
cuppa.ca,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
dishtv.in,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
cicr-icrc.ca,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
twenty20league.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0
trions.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
rajestateconsultants.tripod.com,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
new.it-wasp.com,0,0,1,6,0,0,0,1,1,1,1,1,1,1,1,1,0
plainfieldriverdays.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,0
yarncoms.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
modipoly.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
farmafocus.com.br,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0
onmt.net,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0
bestpen.at,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
m24.telemedellin.tv,0,0,1,3,0,0,0,0,0,0,1,1,1,1,1,1,0
transylvaniaweb.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1,0
vauxhall.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17bbq.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
dst.gujarat.gov.in,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
resolutionservicehelp.gq,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
collectablefinder.com,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
ddinews.gov.in,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
ameli.remboursement.fr.webhelpwussl.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0
creativevault.com.au,0,0,1,3,0,0,1,0,0,1,1,1,1,1,1,1,0
autokinoitalia.it,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
lovelocalleisure.co.uk,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,0
bjcurio.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
anfieldroad.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
randyelvisfriskie.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0
mrtimephoto.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
secure.square.logindqxo.usa.cc,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,1,0
narien.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
lakepineoral.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
saludos.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
finance.pro2net.com,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
themarketingremedy.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
ceo.uab.cat,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
leica-geosystems.com,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0
nghethuatrem.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
easvarahospital.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,0
pluton.com.mx,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
ltn.lv,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0
choitime.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
diam.unige.it,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
indusmack.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
leighgphotography.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
primarygames.com,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
studiosoft.it,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0
destinationhollywood.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cottagehillsoaps.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
theaterpro.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
tourpackagesinindia.in,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
fbcancelblock8r.ucoz.co.uk,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
advocaciaecontabilidade.com.br,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,0
cardsolutions.eu,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
mmeyetech.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
a2zsolutionbs.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0
computerservice-filip.de,0,0,1,3,0,0,0,1,0,1,1,1,0,0,1,0,0
sirlinksalot.net,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
aulas.dimensaoensino.com.br,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0
paypal.logln-her.com,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1,0
google-googledriver.rhcloud.com,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,0
dutycosmeticos.com.br,0,0,1,2,0,0,0,0,0,1,1,0,1,1,1,1,0
ppl-service.com,0,0,1,4,0,0,0,1,0,1,0,1,1,1,1,1,0
sunrisesoap.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
au699.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
grubersa.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
teatemptations.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
cim.ca,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
money.cnn.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
tunerwrightng.com,0,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
in1guide.com,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1,0
fcbarcelonausa.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
handasapc.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
stary-sacz.eu,0,0,1,2,0,0,0,1,0,1,1,1,0,0,1,0,0
kyelateas.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
library.illinois.edu,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0
aperfectcareer.co.uk,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
volvocars.com,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
farmhussy.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
stclairfitnesscenter.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
droplbox.com,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0
tarhobana.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0
emalbosaat.com,0,0,0,4,0,0,1,0,1,1,1,1,1,1,1,1,0
beaconwine.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
rogersandstephens.com,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1,0
ppl-service.com,0,0,1,4,0,0,0,1,0,1,0,1,1,1,1,1,0
tcbsolutions.net,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
choconet1.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
farmcreditnetwork.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
adicon.com.cn,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,1,0
theplantgrower.com,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,0
loadingx3.fnhost.org,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
niehs.nih.gov,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,0
testedok.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
acnetreatmentworld.org,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0
parfums-jamaica.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
dc-med.com.tw,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,0
greenstonesoap.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
sms18.in,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0
kernelnewbies.org,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
asalan5436.atspace.cc,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,0
programradio.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,0
filltechs.atspace.eu,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0
solopublications.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
wyp2005.org,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
gerhardsdesserts.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
stuffatweb.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0
kamery-orllo.pl,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,0
econlit.org,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
p2p.wrox.com,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
aapcheckzez.hol.es,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0
dblp.uni-trier.de,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0
delimatenure.co.uk,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
67wine.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
classicgunparts.tripod.com,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
jobsearchpage.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
pulse-entertainment.ca,0,0,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0
wineglobe.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
chocolatesource.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
cheetahsms.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
canada-coba.890m.com,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0
importationcollege.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0
pp-service-de.gq,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0
vancouverplays.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
members.tripod.com,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0
cgm.cs.mcgill.ca,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
sefty-pages-azerbai-2016.fulba.com,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0
oxyflow.in,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
leicestercityblog.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0
nysoclib.org,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
gz.airplanepilotlessons.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
samcanationals.co.za,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
secure.square.loginidqx.usa.cc,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
karejones.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
4-fragrances.com,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
ega-math.narod.ru,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0
phauthuatngucuytin.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
facebooks.cloud,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0
prioritybookkeepingct.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0
iniciodavividap.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
googlemerchandisestore.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
wycieczki-kociewie.com.pl,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1,0
portal-mobvi.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,0
furuspesialisten.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
cp88.ezyreg.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,1,0
trademediator.com,0,0,1,3,0,0,0,0,0,1,0,0,1,1,1,1,0
gmc.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
sensualinterest.com,0,0,0,3,0,0,1,0,0,1,1,1,0,0,1,0,0
matthew-maly.ru,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
hiroba.dqx.jp.zicrl.usa.cc,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,1,0
i-cynthia.com,0,0,0,4,0,0,0,1,0,0,1,1,0,0,1,0,0
jp-appel.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0
scentiments.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
al.gcsu.edu,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
manpowerfromindia.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
infopackets.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
fungist.net,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,0
farleaves.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
actioncamerakit.com,0,0,1,7,0,0,1,0,1,1,1,1,1,1,1,1,0
inter-connect.com.mx,0,0,1,4,0,0,1,1,0,1,1,1,1,1,1,1,0
dpcinema.mx,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,0
itechworldbd.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0
tony5m17h.net,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
goodresume.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
haflaat.com,0,0,1,4,0,0,1,0,0,1,1,1,0,0,1,0,0
wowhd.co.uk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
aplications-setting-3232434.fulba.com,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0
pratahkal.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
skahahills.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
shaktihomeja.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
dulcedia.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
nichuizen.co.za,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
omkafe.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
coffeebeanery.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
jasonstree.services,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0
ereznir.co.il,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,0
thecorkscrew.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
zawya.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
midnightsuncoffeeroasters.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
ratingpost.info,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1,0
tallahasseespeechcenter.verityjane.net,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0
nutrolls.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
heritageindia.org,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
cabscochin.com,0,0,0,2,0,0,0,0,0,1,1,0,1,1,1,1,0
savingfaithchurch.org,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,0
nuli-toys.co.il,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
eshinejewelry.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
secure.square.login-rxey.usa.cc,0,0,1,4,0,0,0,1,0,0,0,0,1,1,1,1,0
wegotrecords.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
zhitea.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
salintoshourt.com,0,0,1,3,0,0,1,0,1,1,1,1,1,1,1,1,0
pbs.org,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
realbreadpudding.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
twinings.com,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
math.bu.edu,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,0
secure.square.login-saey.usa.cc,0,0,1,4,0,0,0,1,0,0,0,0,1,1,1,1,0
lcfc.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
figatti.pl,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
lazarschocolate.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
kountrybakery.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
milapaz.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
daumakaresort.com,0,0,0,4,0,0,1,0,0,1,1,1,0,0,1,0,0
indusmack.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
kuk-verlagsanstalt.com,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0
amadeireirasilva.com.br,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
prosportsmemorabilia.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
bazurashop.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
resolutionservicehelp.gq,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
viamonastero.be,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
fao.org,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,1,0
haoqin87.com,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,0
schoolsindia.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
robonyp.8m.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
qualyprintbh.com.br,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
sicherheit.paypal.de-sichererkundencheckid.tk,0,0,1,2,0,0,0,1,0,1,1,1,1,1,1,1,0
math.niu.edu,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
tradesbyhaimshahar.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
unicred.sicredcoop.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
ritmanlibrary.nl,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
rangshala.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
insanmadani.sch.id,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0
barcaforum.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
spurtravelpalawan.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
mathworld.wolfram.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
mathpages.com,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
cafegransasso.com,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0
loanservicecenter.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
aretivaiopoulou.gr,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,0
careerconsultants.co.uk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
americanelectric.com.br,0,0,1,4,0,0,0,0,0,1,0,0,1,1,1,1,0
almomahidin.net,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
prio.no,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
apesf.pt,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,0,0
victoronline.co.uk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
mail.fiberglassmeshes.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
chilipepperindian.com.au,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
hawkmoonsoaps.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
prioritybookkeepingct.com,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1,0
ippnstaff.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
kolbecassadywedding.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
presertec.cl,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
eufora.net,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
z7.invisionfree.com,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
epm.pl,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
seguranca-i-tau.webcindario.com,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0
garagefilms.net,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,1,0
phoenix.nootheme.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
artisanduchocolat.com,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
nelsonstamps.org.nz,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,0
staredecisisabogados.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,0
remotetechs.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,0
ericoolaircon.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,0
alejandraandelliot.com,0,0,1,4,0,0,1,0,1,1,1,1,1,1,1,1,0
suzuki.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
newberry.org,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
qtww.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
scienceworld.wolfram.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
znfn22.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0
gcc.gnu.org,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
cpcholding.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
artesmm.com.br,0,0,1,3,0,0,0,0,0,1,1,0,1,1,1,1,0
danish.sg,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
ericdigests.org,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
slupt.upt.ro,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
108.179.232.168,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
australianhempmanufacturingcompany.com.au,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
